,edge,delta,c_s,c_sTwoSequence,p_value,result_test,result_test_tip2tip,category_rate,branch_length
94,"(t110101, Node39*)",2.822534642338229,0.16302880391345623,0.1658734494368793,1.1120833257397073e-178,Informative,InfoT2T,p4,0.0173125000332
95,"(t110110, Node40*)",2.785898939455025,0.16322925595238935,0.1658734494368793,1.0356486856510917e-173,Informative,InfoT2T,p4,0.0261152256752
96,"(t110111, Node40*)",2.775652039066384,0.16323246533841862,0.1658734494368793,1.90594145254407e-172,Informative,InfoT2T,p4,0.0410377262608
97,"(Node43*, Node42*)",2.674981324861461,0.162767312034358,0.1658734494368793,3.0953924781335972e-161,Informative,InfoT2T,p4,0.0266345255004
98,"(Node44*, Node42*)",2.666263166838401,0.16246193942567116,0.1658734494368793,8.525988026304112e-161,Informative,InfoT2T,p4,0.0170977379672
99,"(Node46*, Node45*)",2.697487962887081,0.1637129888705612,0.1658734494368793,4.645018344827288e-162,Informative,InfoT2T,p4,0.0324101609588
100,"(Node47*, Node45*)",2.7394554238377946,0.16142123997078597,0.1658734494368793,8.88076439328035e-172,Informative,InfoT2T,p4,0.014945756622399999
101,"(t100000, Node54*)",2.772193320279802,0.1620404951971872,0.1658734494368793,1.5792189458649e-174,Informative,InfoT2T,p4,0.022168838190399998
102,"(t100001, Node54*)",2.745477153193188,0.16263248200466154,0.1658734494368793,5.346950415555397e-170,Informative,InfoT2T,p4,0.029914231786399997
103,"(t100010, Node55*)",2.819678998791029,0.16313588263345494,0.1658734494368793,4.301733033183597e-178,Informative,InfoT2T,p4,0.0189168899972
104,"(t100011, Node55*)",2.7943530571997712,0.16369423569804012,0.1658734494368793,8.94645243187155e-174,Informative,InfoT2T,p4,0.0316871378812
105,"(t100100, Node57*)",2.802504381910544,0.16327770301771036,0.1658734494368793,1.1730316450808646e-175,Informative,InfoT2T,p4,0.024725339703599997
106,"(t100101, Node57*)",2.815214739105714,0.16285287832038323,0.1658734494368793,3.8044494851787037e-178,Informative,InfoT2T,p4,0.0172156714352
107,"(t100110, Node58*)",2.8415307168286743,0.16347855283826715,0.1658734494368793,4.43375782799765e-180,Informative,InfoT2T,p4,0.0197220120272
108,"(t100111, Node58*)",2.812496070972737,0.16388156362982298,0.1658734494368793,1.3039659194798694e-175,Informative,InfoT2T,p4,0.0297170951036
109,"(t010000, Node24*)",2.7957524521481587,0.16205477036958513,0.1658734494368793,1.9524101026736383e-177,Informative,InfoT2T,p4,0.021292856692799997
110,"(t010001, Node24*)",2.785237478867864,0.16242331110445207,0.1658734494368793,2.4697890856879007e-175,Informative,InfoT2T,p4,0.021239990979999998
111,"(t010010, Node25*)",2.8382086288936783,0.1628753511697444,0.1658734494368793,5.577015555535116e-181,Informative,InfoT2T,p4,0.013536011318
112,"(t010011, Node25*)",2.832482448825261,0.16363323858683285,0.1658734494368793,1.2896251187040004e-178,Informative,InfoT2T,p4,0.021468490009599998
113,"(t010100, Node27*)",2.895694520472972,0.16492103204718966,0.1658734494368793,1.0508239629262717e-183,Informative,InfoT2T,p4,0.017171729898
114,"(t010101, Node27*)",2.919481521172929,0.16354532429249563,0.1658734494368793,8.244308392627693e-190,Informative,InfoT2T,p4,0.009795368503999998
115,"(t010110, Node28*)",2.7922566032304763,0.1627503601756268,0.1658734494368793,1.6509181540130373e-175,Informative,InfoT2T,p4,0.0185652649544
116,"(t010111, Node28*)",2.78299747949365,0.16309644364724074,0.1658734494368793,1.239779870601264e-173,Informative,InfoT2T,p4,0.020891968530799998
117,"(t111000, Node43*)",2.7307610165681346,0.16326623643756646,0.1658734494368793,6.391775341274183e-167,Informative,InfoT2T,p4,0.0425405405432
118,"(t111001, Node43*)",2.7783217306112773,0.16165999661268793,0.1658734494368793,4.1819346902539174e-176,Informative,InfoT2T,p4,0.0196224010732
119,"(t111010, Node44*)",2.747345402376757,0.1631945626316952,0.1658734494368793,4.5110038835640183e-169,Informative,InfoT2T,p4,0.0314729265936
120,"(t111011, Node44*)",2.7831463321299506,0.16232106699257026,0.1658734494368793,2.7205014249593415e-175,Informative,InfoT2T,p4,0.0230525225208
121,"(t111100, Node46*)",2.7682673996178346,0.16298474158605813,0.1658734494368793,4.6694731642033244e-172,Informative,InfoT2T,p4,0.027243087718
122,"(t111101, Node46*)",2.8005094739653646,0.16172132246239918,0.1658734494368793,9.313802503504057e-179,Informative,InfoT2T,p4,0.022191009985999998
123,"(t111110, Node47*)",2.8360876949430063,0.16459514147180526,0.1658734494368793,5.257486070365758e-177,Informative,InfoT2T,p4,0.0246642977068
124,"(t111111, Node47*)",2.872731786623599,0.1638601413731756,0.1658734494368793,3.6951987051344108e-183,Informative,InfoT2T,p4,0.017179451943999998
